Country,Year,Latitude,Longitude,Continent,iso_alpha,OilConsumption,GasConsumption,CoalConsumption,TotalConsumption
Philippines,1981,12.879721,121.774017,Asia Pacific,PHL,0.43466195,0,0.010158517,123561240833.333
Singapore,1981,1.352083,103.819836,Asia Pacific,SGP,0.461902328,0,0.00019297,128359805000
South Korea,1981,36.61375976,127.7174212,Asia Pacific,KOR,1.015728403,0,0.638244166,459436824722.221
Sri Lanka,1981,7.873054,80.771797,Asia Pacific,LKA,0.051705111,0,5.33E-05,14377336388.8888
Taiwan,1981,23.69781,120.960515,Asia Pacific,TWN,0.69015704,0.062886155,0.14779404,250232565277.777
Thailand,1981,15.870032,100.992541,Asia Pacific,THA,0.473050333,0.009922716,0.020965192,139982844722.222
Vietnam,1981,14.058324,108.277199,Asia Pacific,VNM,0.072988535,0.0003474,0.106009776,49818253055.5554
Other Asia Pacific,1981,0,0,Asia Pacific,,0.349318543,0.0752292,1.206003437,452930883333.332
Other S. & Cent. America,1981,0,0,S. & Cent. America,,0,0,0,0
Syria,1981,34.802075,38.996815,Middle East,SYR,0,0,0,0
Yemen,1981,15.81904194,-47.76828626,Middle East,YEM,0,0,0,0
Angola,1981,-11.202692,17.873887,Africa,AGO,0,0,0,0
Chad,1981,15.454166,18.732207,Africa,TCD,0,0,0,0
Republic of Congo,1981,-0.88990186,15.06711965,Africa,COD,0,0,0,0
Equatorial Guinea,1981,1.650801,10.267895,Africa,GNQ,0,0,0,0
Gabon,1981,-0.803689,11.609444,Africa,GAB,0,0,0,0
Libya,1981,26.3351,17.228331,Africa,LBY,0,0,0,0
Nigeria,1981,9.081999,8.675277,Africa,NGA,0,0,0,0
South Sudan,1981,7.621050216,29.41666103,Africa,SSD,0,0,0,0
Sudan,1981,12.862807,30.217636,Africa,SDN,0,0,0,0
Tunisia,1981,33.886917,9.537499,Africa,TUN,0,0,0,0
Other Africa,1981,0,0,Africa,,0,0,0,0
Brunei,1981,4.495153165,114.626025,Asia Pacific,BRN,0,0,0,0
Bolivia,1981,-16.290154,-63.588653,S. & Cent. America,BOL,0,0,0,0
Bahrain,1981,25.930414,50.637772,Middle East,BHR,0,0,0,0
Myanmar,1981,16.871311,96.199379,Asia Pacific,MMR,0,0,0,0
Papua New Guinea,1981,-6.662413673,143.7729533,Asia Pacific,PNG,0,0,0,0
Republic of Congo ,1981,0,0,Africa,COD,0,0,0,0
Serbia,1981,44.016521,21.005859,Europe,SRB,0,0,0,0
Zimbabwe,1981,-19.015438,29.154857,Africa,ZWE,0,0,0,0
Mongolia,1981,46.862496,103.846656,Asia Pacific,MNG,0,0,0,0
Canada,1982,56.130366,-106.346771,North America,CAN,3.410169836,1.8403443,1.001681,1736720871111.11
Mexico,1982,23.634501,-102.552784,North America,MEX,2.463383975,0.9358432,0.103036,972850881944.442
US,1982,37.09024,-95.712891,North America,USA,30.06191316,17.43015551,15.35686752,17458037830555.5
Argentina,1982,-38.416097,-63.616672,S. & Cent. America,ARG,0.954066056,0.4792869,0.038397874,408819674999.999
Brazil,1982,-14.235004,-51.92528,S. & Cent. America,BRA,2.202736441,0.046933287,0.255570493,695900061388.887
Chile,1982,-35.675147,-71.542969,S. & Cent. America,CHL,0.210145613,0.02582946,0.0303543,73980381388.8887
Colombia,1982,4.570868,-74.297333,S. & Cent. America,COL,0.334564702,0.1189125,0.108029733,155974148611.111
Ecuador,1982,-1.831239,-78.183406,S. & Cent. America,ECU,0.157112792,0.003684384,0,44665882222.2221
Peru,1982,-9.189967,-75.015152,S. & Cent. America,PER,0.282183912,0.027564075,0.00682,87935551944.4442
Trinidad & Tobago,1982,10.691803,-61.222503,S. & Cent. America,TTO,0.077309659,0.1365525,0,59406155277.7776
Venezuela,1982,6.42375,-66.58973,S. & Cent. America,VEN,0.930903112,0.63468468,0.003697489,435912578055.554
Central America,1982,0,0,S. & Cent. America,,0.267465618,0,0.000115388,74328057222.222
Other Caribbean,1982,0,0,S. & Cent. America,,1.244121549,0.000683712,0.004103064,346918979166.666
Other South America,1982,0,0,S. & Cent. America,,0.182982769,0.0121779,0.000123977,54245734999.9998
Austria,1982,47.516231,14.550072,Europe,AUT,0.446042848,0.159678954,0.15014,209961611666.666
Belgium,1982,50.503887,4.469936,Europe,BEL,0.947249617,0.2868705,0.455365838,469301654166.665
Bulgaria,1982,42.733883,25.48583,Europe,BGR,0.51311475,0.1603008,0.405198504,299615014999.999
Croatia,1982,45.1,15.2,Europe,HRV,0,0,0,0
Cyprus,1982,35.08620251,-33.15948469,Europe,CYP,0.042529651,0,0,11813791944.4444
Czech Republic,1982,49.817492,15.472962,Europe,CZE,0.443677226,0.1151919,1.615769856,604066383888.887
Denmark,1982,56.26392,9.501785,Europe,DNK,0.471304441,0,0.248155823,199850073333.333
Estonia,1982,58.69807177,-25.8872705,Europe,EST,0,0,0,0
Finland,1982,61.92411,25.748151,Europe,FIN,0.484560277,0.024204,0.131747,177919799166.666
France,1982,46.227638,2.213749,Europe,FRA,3.939826644,0.884780115,1.21584672,1677903744166.66
Germany,1982,51.165691,10.451526,Europe,DEU,5.449887267,1.950701322,5.873326776,3687198712499.99
Greece,1982,39.074208,21.824312,Europe,GRC,0.509438868,0.0030366,0.166676508,188653326666.666
Hungary,1982,47.162494,19.503304,Europe,HUN,0.43938046,0.3565755,0.354328884,319523567777.777
Iceland,1982,64.963051,-19.020835,Europe,ISL,0.02235602,0,0.001395245,6597573611.11109
Ireland,1982,53.41291,-8.24389,Europe,IRL,0.190288497,0.06406785,0.087336648,94914720833.3331
Italy,1982,41.87194,12.56738,Europe,ITA,3.89270279,0.9119259,0.60227118,1501916630555.55
Latvia,1982,56.98600629,-25.98243782,Europe,LVA,0,0,0,0
Lithuania,1982,55.56514803,-23.92632337,Europe,LTU,0,0,0,0
Luxembourg,1982,49.61682412,6.124983395,Europe,LUX,0.04444752,0.010286968,0.056580415,30920806388.8888
Netherlands,1982,52.132633,5.291266,Europe,NLD,1.34304374,1.152,0.214,752512149999.998
North Macedonia,1982,42.12066355,-21.42254912,Europe,MKD,0,0,0,0
Norway,1982,60.472024,8.468946,Europe,NOR,0.360404171,0.039272184,0.039375514,121958852500
Poland,1982,51.919438,19.145136,Europe,POL,0.649357419,0.3462894,3.92784642,1367637010833.33
Portugal,1982,39.399872,-8.224454,Europe,PRT,0.399638793,0,0.015323688,115267355833.333
Romania,1982,45.943161,24.96676,Europe,ROU,0.697507973,1.274572815,0.519916824,692221558888.887
Slovakia,1982,48.17856255,-17.37553815,Europe,SVK,0.2550527,0.105201,0.33578136,193343072222.222
Slovenia,1982,46.151241,14.995463,Europe,SVN,0,0,0,0
Spain,1982,40.463667,-3.74922,Europe,ESP,2.038633106,0.09159084,0.71196534,789497023888.886
Sweden,1982,60.128161,18.643501,Europe,SWE,1.112644748,0,0.068434586,328077592777.777
Switzerland,1982,46.818188,8.227512,Europe,CHE,0.484767466,0.037206,0.01871,150189851666.666
Turkey,1982,38.963745,35.243322,Europe,TUR,0.693640329,0.001223685,0.337581684,286790471666.666
Ukraine,1982,49.03256983,-31.17505696,Europe,UKR,0,0,0,0
United Kingdom,1982,55.378051,-3.435973,Europe,GBR,3.267356918,1.701892332,2.759896692,2146984983888.88
Other Europe,1982,0,0,Europe,,0.696686232,0.14496588,0.636758737,410669680277.777
Azerbaijan,1982,40.37218247,-47.99440631,CIS,AZE,0,0,0,0
Belarus,1982,53.22505931,-28.06449163,CIS,BLR,0,0,0,0
Kazakhstan,1982,47.97919679,-67.16447093,CIS,KAZ,0,0,0,0
Russian Federation,1982,61.87817188,-94.65763783,CIS,RUS,0,0,0,0
Turkmenistan,1982,39.06564821,-59.08747704,CIS,TKM,0,0,0,0
USSR,1982,0,0,CIS,,18.03052245,15.51765019,14.25717743,13279263908333.3
Uzbekistan,1982,42.04885918,-64.06189671,CIS,UZB,0,0,0,0
Other CIS,1982,0,0,CIS,,0,0,0,0
Iran,1982,32.427908,53.688046,Middle East,IRN,1.288364663,0.242967689,0.056407207,441038766388.888
Iraq,1982,33.223191,43.679291,Middle East,IRQ,0.325823118,0.023256,0,96966421666.6664
Israel,1982,31.046051,34.851612,Middle East,ISR,0.335215428,0.001564659,0.02323674,100004674166.666
Kuwait,1982,29.31166,47.481766,Middle East,KWT,0.259235917,0.125685,0,106922476944.444
Oman,1982,21.512583,55.923255,Middle East,OMN,0.055980898,0.02999412,0,23881949444.4444
Qatar,1982,25.3182235,-51.20661467,Middle East,QAT,0.025249553,0.1883493,0,59333014722.2221
Saudi Arabia,1982,23.885942,45.079162,Middle East,SAU,1.575689169,0.4109814,0,551852935833.332
United Arab Emirates,1982,23.7479278,-54.10908829,Middle East,ARE,0.26062555,0.228852,0,135965986111.111
Other Middle East,1982,0,0,Middle East,,0.635071224,0.130684572,0.000353743,212808205277.777
Algeria,1982,28.033886,1.659626,Africa,DZA,0.272064304,0.5810805,0.03495978,246695717777.777
Egypt,1982,26.820553,30.802498,Africa,EGY,0.733497747,0.0925155,0.030696403,237974902777.777
Morocco,1982,31.791702,-7.09262,Africa,MAR,0.190121898,0.0027676,0.0197196,59058082777.7776
South Africa,1982,-30.559482,22.937506,Africa,ZAF,0.569683672,0.006762675,2.324113932,805711188611.109
Eastern Africa,1982,0,0,Africa,,0.371258381,3.78E-05,0.087875705,127547746111.111
Middle Africa,1982,0,0,Africa,,0.158295626,0.0126009,0.008617942,49865129999.9999
Western Africa,1982,0,0,Africa,,0.673824095,0.0873981,0.003377109,212388695555.555
Other Northern Africa,1982,0,0,Africa,,0.368112893,0.1050777,0.000376812,131546501388.889
Other Southern Africa,1982,0,0,Africa,,0.019238608,0,0.014495894,9370694999.99997
Australia,1982,-25.274398,133.775136,Asia Pacific,AUS,1.284657022,0.421131007,1.21205,810510563611.109
Bangladesh,1982,23.684994,90.356331,Asia Pacific,BGD,0.070636759,0.063629449,0.006475221,39094841388.8888
China,1982,35.86166,104.195397,Asia Pacific,CHN,3.423307738,0.432858407,13.4094163,4795995123611.1
China Hong Kong SAR,1982,22.32789401,114.1798757,Asia Pacific,HKG,0.284189216,0,0.03747186,89350298888.8886
India,1982,20.593684,78.96288,Asia Pacific,IND,1.521562816,0.093364425,2.642054517,1182494932777.77
Indonesia,1982,-0.789275,113.921327,Asia Pacific,IDN,0.928136134,0.2437218,0.01067634,328481742777.777
Japan,1982,36.204824,138.252924,Asia Pacific,JPN,8.995088664,0.930180043,2.606210568,3480966465277.77
Malaysia,1982,4.210484,101.975766,Asia Pacific,MYS,0.389352006,0.099143424,0.00355878,136681725000
New Zealand,1982,-40.900557,174.885971,Asia Pacific,NZL,0.167548132,0.067240612,0.04791795,78529637222.222
Pakistan,1982,30.375321,69.345116,Asia Pacific,PAK,0.252677867,0.2567124,0.037932408,152034076388.888
Philippines,1982,12.879721,121.774017,Asia Pacific,PHL,0.418280472,0,0.011330653,119336423611.111
Singapore,1982,1.352083,103.819836,Asia Pacific,SGP,0.449548854,0,6.83E-05,124893653888.889
South Korea,1982,36.61375976,127.7174212,Asia Pacific,KOR,1.008246229,0,0.646885721,459758874999.999
Sri Lanka,1982,7.873054,80.771797,Asia Pacific,LKA,0.057952238,0,0.000745409,16304901944.4444
Taiwan,1982,23.69781,120.960515,Asia Pacific,TWN,0.778671069,0.048093394,0.173319003,277800962777.777
Thailand,1982,15.870032,100.992541,Asia Pacific,THA,0.430065381,0.050576544,0.027329463,141103163333.333
Vietnam,1982,14.058324,108.277199,Asia Pacific,VNM,0.074199872,0.00066006,0.1172304,53358425555.5554
Other Asia Pacific,1982,0,0,Asia Pacific,,0.341087855,0.0783279,1.276953315,471213630555.554
Other S. & Cent. America,1982,0,0,S. & Cent. America,,0,0,0,0
Syria,1982,34.802075,38.996815,Middle East,SYR,0,0,0,0
Yemen,1982,15.81904194,-47.76828626,Middle East,YEM,0,0,0,0
Angola,1982,-11.202692,17.873887,Africa,AGO,0,0,0,0
Chad,1982,15.454166,18.732207,Africa,TCD,0,0,0,0
Republic of Congo,1982,-0.88990186,15.06711965,Africa,COD,0,0,0,0
Equatorial Guinea,1982,1.650801,10.267895,Africa,GNQ,0,0,0,0
Gabon,1982,-0.803689,11.609444,Africa,GAB,0,0,0,0
Libya,1982,26.3351,17.228331,Africa,LBY,0,0,0,0
Nigeria,1982,9.081999,8.675277,Africa,NGA,0,0,0,0
South Sudan,1982,7.621050216,29.41666103,Africa,SSD,0,0,0,0
Sudan,1982,12.862807,30.217636,Africa,SDN,0,0,0,0
Tunisia,1982,33.886917,9.537499,Africa,TUN,0,0,0,0
Other Africa,1982,0,0,Africa,,0,0,0,0
Brunei,1982,4.495153165,114.626025,Asia Pacific,BRN,0,0,0,0
Bolivia,1982,-16.290154,-63.588653,S. & Cent. America,BOL,0,0,0,0
Bahrain,1982,25.930414,50.637772,Middle East,BHR,0,0,0,0
Myanmar,1982,16.871311,96.199379,Asia Pacific,MMR,0,0,0,0
Papua New Guinea,1982,-6.662413673,143.7729533,Asia Pacific,PNG,0,0,0,0
Republic of Congo ,1982,0,0,Africa,COD,0,0,0,0
Serbia,1982,44.016521,21.005859,Europe,SRB,0,0,0,0
Zimbabwe,1982,-19.015438,29.154857,Africa,ZWE,0,0,0,0
Mongolia,1982,46.862496,103.846656,Asia Pacific,MNG,0,0,0,0
Canada,1983,56.130366,-106.346771,North America,CAN,3.206504556,1.7549622,1.048015,1669300487777.77
Mexico,1983,23.634501,-102.552784,North America,MEX,2.400183858,0.965512987,0.117303,967499956944.442
US,1983,37.09024,-95.712891,North America,USA,29.92131239,16.35204943,15.93104785,17279002686111.1
Argentina,1983,-38.416097,-63.616672,S. & Cent. America,ARG,0.967511569,0.5153472,0.034847868,421585176944.443
Brazil,1983,-14.235004,-51.92528,S. & Cent. America,BRA,2.091214647,0.063465775,0.287412516,678359149444.443
Chile,1983,-35.675147,-71.542969,S. & Cent. America,CHL,0.204117605,0.02787048,0.036383292,74547604722.222
Colombia,1983,4.570868,-74.297333,S. & Cent. America,COL,0.34606154,0.1316151,0.119068303,165762484166.666
Ecuador,1983,-1.831239,-78.183406,S. & Cent. America,ECU,0.143935699,0.004563612,0,41249808611.111
Peru,1983,-9.189967,-75.015152,S. & Cent. America,PER,0.248911019,0.0181566,0.005774,75789338611.1109
Trinidad & Tobago,1983,10.691803,-61.222503,S. & Cent. America,TTO,0.067208354,0.1414701,0,57966237222.2221
Venezuela,1983,6.42375,-66.58973,S. & Cent. America,VEN,0.909046897,0.6249744,0.005173964,427554239166.665
Central America,1983,0,0,S. & Cent. America,,0.263848103,0,0.000115388,73323191944.4442
Other Caribbean,1983,0,0,S. & Cent. America,,1.186704191,0.000678276,0.008566908,332208159722.221
Other South America,1983,0,0,S. & Cent. America,,0.158943633,0.0110664,0.000122144,47258938055.5554
Austria,1983,47.516231,14.550072,Europe,AUT,0.432287224,0.162925414,0.160761,209992677222.222
Belgium,1983,50.503887,4.469936,Europe,BEL,0.859519823,0.2981115,0.388584454,429504382499.999
Bulgaria,1983,42.733883,25.48583,Europe,BGR,0.495525707,0.1684422,0.403649388,296560359722.221
Croatia,1983,45.1,15.2,Europe,HRV,0,0,0,0
Cyprus,1983,35.08620251,-33.15948469,Europe,CYP,0.044750447,0,0,12430679722.2222
Czech Republic,1983,49.817492,15.472962,Europe,CZE,0.434423412,0.1351503,1.6066845,604516169999.998
Denmark,1983,56.26392,9.501785,Europe,DNK,0.445869559,0.00052542,0.236989627,189829057222.222
Estonia,1983,58.69807177,-25.8872705,Europe,EST,0,0,0,0
Finland,1983,61.92411,25.748151,Europe,FIN,0.450020747,0.023473,0.143103,171276874166.666
France,1983,46.227638,2.213749,Europe,FRA,3.845417285,0.942488999,1.10029104,1635610367777.77
Germany,1983,51.165691,10.451526,Europe,DEU,5.33681315,2.028036465,6.087481596,3736758669722.21
Greece,1983,39.074208,21.824312,Europe,GRC,0.48887196,0.0028944,0.204399576,193379426666.666
Hungary,1983,47.162494,19.503304,Europe,HUN,0.416629948,0.3554847,0.333101808,307004571111.11
Iceland,1983,64.963051,-19.020835,Europe,ISL,0.021721402,0,0.001994198,6587666666.66665
Ireland,1983,53.41291,-8.24389,Europe,IRL,0.17281637,0.0693,0.094747284,93573237222.222
Italy,1983,41.87194,12.56738,Europe,ITA,3.792371186,0.9377541,0.563710752,1470510010555.55
Latvia,1983,56.98600629,-25.98243782,Europe,LVA,0,0,0,0
Lithuania,1983,55.56514803,-23.92632337,Europe,LTU,0,0,0,0
Luxembourg,1983,49.61682412,6.124983395,Europe,LUX,0.042330845,0.009759431,0.051920507,28891884166.6666
Netherlands,1983,52.132633,5.291266,Europe,NLD,1.272724185,1.232,0.221,757145606944.442
North Macedonia,1983,42.12066355,-21.42254912,Europe,MKD,0,0,0,0
Norway,1983,60.472024,8.468946,Europe,NOR,0.353924156,0.044212608,0.041947884,122245735555.555
Poland,1983,51.919438,19.145136,Europe,POL,0.671211559,0.3542022,3.918342384,1373265595277.77
Portugal,1983,39.399872,-8.224454,Europe,PRT,0.40334032,0,0.0167472,116690977777.777
Romania,1983,45.943161,24.96676,Europe,ROU,0.6231944,1.269202564,0.600680196,692521433333.331
Slovakia,1983,48.17856255,-17.37553815,Europe,SVK,0.249702225,0.1080333,0.336241908,192771509166.666
Slovenia,1983,46.151241,14.995463,Europe,SVN,0,0,0,0
Spain,1983,40.463667,-3.74922,Europe,ESP,2.0427513,0.09904464,0.748851048,802957496666.664
Sweden,1983,60.128161,18.643501,Europe,SWE,0.967170931,0,0.085762621,292481542222.221
Switzerland,1983,46.818188,8.227512,Europe,CHE,0.530404534,0.040905,0.01633,163233203888.888
Turkey,1983,38.963745,35.243322,Europe,TUR,0.729422609,0.00134433,0.371452896,306172176388.888
Ukraine,1983,49.03256983,-31.17505696,Europe,UKR,0,0,0,0
United Kingdom,1983,55.378051,-3.435973,Europe,GBR,3.1419761,1.774030896,2.785561776,2139324658888.88
Other Europe,1983,0,0,Europe,,0.742313579,0.15605388,0.721038591,449835013888.888
Azerbaijan,1983,40.37218247,-47.99440631,CIS,AZE,0,0,0,0
Belarus,1983,53.22505931,-28.06449163,CIS,BLR,0,0,0,0
Kazakhstan,1983,47.97919679,-67.16447093,CIS,KAZ,0,0,0,0
Russian Federation,1983,61.87817188,-94.65763783,CIS,RUS,0,0,0,0
Turkmenistan,1983,39.06564821,-59.08747704,CIS,TKM,0,0,0,0
USSR,1983,0,0,CIS,,17.7671458,16.63881932,14.29375044,13527698766666.6
Uzbekistan,1983,42.04885918,-64.06189671,CIS,UZB,0,0,0,0
Other CIS,1983,0,0,CIS,,0,0,0,0
Iran,1983,32.427908,53.688046,Middle East,IRN,1.568449542,0.277679196,0.053220592,527597036111.11
Iraq,1983,33.223191,43.679291,Middle East,IRQ,0.370778919,0.016074,0,107459144166.666
Israel,1983,31.046051,34.851612,Middle East,ISR,0.316877435,0.002216682,0.043793928,100802234722.222
Kuwait,1983,29.31166,47.481766,Middle East,KWT,0.286923527,0.137997,0,118033479722.222
Oman,1983,21.512583,55.923255,Middle East,OMN,0.043205171,0.03725514,0,22350086388.8888
Qatar,1983,25.3182235,-51.20661467,Middle East,QAT,0.02761959,0.1950561,0,61854358333.3332
Saudi Arabia,1983,23.885942,45.079162,Middle East,SAU,1.751432483,0.4013028,0,597982023055.554
United Arab Emirates,1983,23.7479278,-54.10908829,Middle East,ARE,0.261009986,0.208845,0,130515273888.889
Other Middle East,1983,0,0,Middle East,,0.684411049,0.137799036,0.000218425,228452363888.888
Algeria,1983,28.033886,1.659626,Africa,DZA,0.305612716,0.636174,0.03119166,270271771111.11
Egypt,1983,26.820553,30.802498,Africa,EGY,0.804866601,0.1084545,0.029116263,261788156666.666
Morocco,1983,31.791702,-7.09262,Africa,MAR,0.192066209,0.002922386,0.0244272,60948831944.4443
South Africa,1983,-30.559482,22.937506,Africa,ZAF,0.575510016,0.007662863,2.360524605,817693745555.553
Eastern Africa,1983,0,0,Africa,,0.368092011,3.78E-05,0.097315028,129290233055.555
Middle Africa,1983,0,0,Africa,,0.180631118,0.0135261,0.008448125,56279261944.4443
Western Africa,1983,0,0,Africa,,0.631926702,0.0990774,0.003290807,203970808055.555
Other Northern Africa,1983,0,0,Africa,,0.38936276,0.1087362,0.000711756,138558532222.222
Other Southern Africa,1983,0,0,Africa,,0.019410374,0,0.012660326,8908527777.77775
Australia,1983,-25.274398,133.775136,Asia Pacific,AUS,1.152300521,0.457469354,1.2116,783713854166.664
Bangladesh,1983,23.684994,90.356331,Asia Pacific,BGD,0.063170981,0.070801866,0.003664748,38232665277.7777
China,1983,35.86166,104.195397,Asia Pacific,CHN,3.498880142,0.443017699,14.36041627,5083976141944.43
China Hong Kong SAR,1983,22.32789401,114.1798757,Asia Pacific,HKG,0.253068228,0,0.088006536,94742989999.9997
India,1983,20.593684,78.96288,Asia Pacific,IND,1.599670602,0.1110879,2.804572983,1254258745833.33
Indonesia,1983,-0.789275,113.921327,Asia Pacific,IDN,0.910131263,0.327033,0.01067634,346622389722.221
Japan,1983,36.204824,138.252924,Asia Pacific,JPN,8.995419855,1.00102812,2.568896551,3490373479444.43
Malaysia,1983,4.210484,101.975766,Asia Pacific,MYS,0.416902567,0.138959892,0.009252828,156976468611.111
New Zealand,1983,-40.900557,174.885971,Asia Pacific,NZL,0.160578467,0.072966705,0.0530955,79622408888.8887
Pakistan,1983,30.375321,69.345116,Asia Pacific,PAK,0.278442435,0.2531052,0.043040304,159607760833.333
Philippines,1983,12.879721,121.774017,Asia Pacific,PHL,0.43748853,0,0.020629603,127255036944.444
Singapore,1983,1.352083,103.819836,Asia Pacific,SGP,0.476185098,0,0.000136573,132311575277.777
South Korea,1983,36.61375976,127.7174212,Asia Pacific,KOR,1.054911847,0,0.690449375,484822561666.665
Sri Lanka,1983,7.873054,80.771797,Asia Pacific,LKA,0.063407379,0,0.000749102,17821244722.2222
Taiwan,1983,23.69781,120.960515,Asia Pacific,TWN,0.806170621,0.049878951,0.233960777,302780652499.999
Thailand,1983,15.870032,100.992541,Asia Pacific,THA,0.481710641,0.059536296,0.026240518,157635404166.666
Vietnam,1983,14.058324,108.277199,Asia Pacific,VNM,0.084888368,0.00227547,0.117984024,56985517222.2221
Other Asia Pacific,1983,0,0,Asia Pacific,,0.347892105,0.0889317,1.329680601,490695668333.332
